candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support
Lupe Valdez,LupeValdez,,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Advanced,On the Ballot,-13.23,42.91,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,,,No,,,,,,,,,,
Thomas Wakely,TexansforTom,,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,3.4100001,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Brent Beal,beal2018,,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,None,-48.73,38.959999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Shirley McKellar,MckellarShirley,Vote4McKellar,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-48.73,61.040001,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,
Kevin Nelson,NelsonForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,4.1199999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Madeline Eden,edenfortexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,14.27,No,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,
Matt Harris,Matt4TX10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,7.3200002,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Mike Siegel,SiegelForTexas,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.43,40,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Tami Walker,WalkerforTx10,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,15.56,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tawana Cadien,Cadien4Congress,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,None,-14.43,17.959999,No,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Eric Pfalzgraf,EBPfalzgraf ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,None,-61.459999,17.09,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Jennie Lou Leeder,JennieLouLeeder ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-61.459999,82.910004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Vanessa Adia,VanessaAdiaTX12,,TX,U.S. House Texas District 12,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-33.959999,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,
Greg Sagan,gtsagan,,TX,U.S. House Texas District 13,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-65.209999,100,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Adrienne Bell,AdrBell,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-22.33,79.830002,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,Yes,Yes,,,,,
Levy Barnes Jr.,DrlevyBarnes,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,None,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Dori Fenenbock,DoriFenenbock,votedori,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,21.969999,No,White,No,No,No,Yes,No,No,,No,,,,,No,,No,,,,
Enrique Garcia,Enrique85304785,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,5.3299999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,
Jerome Tilghman,jerome_tilghman,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,No,,,,
John Carrillo,JohnJCarrillo10,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,
Norma Chavez,,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,,No,,,,,No,,No,,,,
Veronica Escobar,vgescobar,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,35.419998,61.529999,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,Yes,,Yes,,,,
Dale Mantey,ManteyDS,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,None,-21.33,36.599998,No,White,No,No,No,No,Yes,No,,,,,,,Yes,,,,,,
Rick Kennedy,RickKennedyTX17,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-21.33,63.400002,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,
Miguel Levario,miguellevario19,,TX,U.S. House Texas District 19,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-51.43,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ali Khorasani,akhoras,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.5,No,Nonwhite,No,Yes,No,No,Yes,No,,,,,,,Yes,No,,,,,
H. P. Parvizian,HPForCongress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.9099998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Jimmy Darnell Jones,DarnellTX02,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,22.08,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,Yes,,,,,
Silky Malik,Silky4Congress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,9.6999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Todd Litton,toddlitton,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-16.33,52.810001,Yes,White,No,No,No,No,No,No,,,,,,,No,No,,,,,
Derrick Crowe,derrickcrowe,electcrowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,23.049999,No,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,No,
Elliott McFadden,McFaddenForTX21,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,17.02,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,No,
Joseph Kopser,JosephKopser,Kopser4Congress,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-15.51,29.030001,Yes,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,No,,,,Yes,
Mary Wilson,mstreetwilson,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,-15.51,30.9,No,White,No,Yes,No,No,Yes,No,,,Yes,,,,No,Yes,,,,No,
Letitia Plummer,letitiaplummer,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,None,-14.81,24.290001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,Yes,,,,,
Margarita Ruiz Johnson,,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,
Mark Gibson,MarkGibsonTX22,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,
Sri Preston Kulkarni,SriPKulkarni,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,
Steve Brown,stevebrowntx,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,
Angela Villescaz,VillescazAngela,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.0900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,
Gina Ortiz Jones,GinaOrtizJones,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,
Jay Hulings,jayhulings,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,
Judy Canales,JudyforTexas,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,
Rick Treviño,rtrev1984,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379999,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,
Jan McDowell,JanMcDowellDEM,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-12.78,52.470001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
John Biggan,JohnBiggan,BigganForTexas,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,21.52,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Josh Imhoff,imhoffjosh,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,6.02,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Todd Allen,ToddAllenTX,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,20,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Chetan Panda,panda2018TX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,9.04,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,
Chris Perri,ChrisPerriTX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,None,-19.23,32.790001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,
Julie Oliver,JulieForTX25,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-19.23,26.440001,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,,,No,,,
Kathi Thomas,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,21.16,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
West Hansen,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,10.57,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
Linsey Fagan,LinseyFaganTX,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.629999,52.66,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,,
Will Fisher,WillFisher4Cong,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,None,-31.629999,47.34,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,,
Eric Holguin,EricHolguinTX,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-25.809999,23.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,Yes,,,,,,
Raul (Roy) Barrera,RaulRoyBarrera,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,-25.809999,41.23,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
Ronnie McDonald,CongressRonnie,RonnieCMcDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,16.389999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Vanessa Edwards Foster,vanessaefoster,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809999,19.08,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Augustine Reyes,AuggieReyes29,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.8299999,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,,,,,
Dominique Garcia,VoteDGarcia,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.5799999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,,
Hector Morales,HectorMoralesTX,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,3.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,Yes,Yes,,,,,
Pedro Valencia,vote4pedrov,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,1.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Roel Garcia,Roelgarcialaw,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,6.5900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,
Sylvia Garcia,RepSylviaGarcia,LaCongresista,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,On the Ballot,39.970001,63.259998,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,No,,,,,,
Tahir Javed,ceojaved,Javed4Congress,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,20.67,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,
Adam Bell,voteadambell,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,17.959999,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,
Lorie Burch,LorieB4Congress,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-20.709999,49.610001,Yes,White,No,Yes,No,No,No,No,,,No,,,,,Yes,,,,,
Medrick Yhap,MedrickRYhap,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,
Sam Johnson,SamsPressShop,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,
Christine Mann,DrMann4Congress,DrChristineMann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379999,33.509998,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,
Kent Lester,ElectKentLester,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
M.J. Hegar,mjhegar,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379999,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,
Mike Clark,mcforcongress,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379999,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Brett Shipp,brett_shipp,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Colin Allred,ColinAllredTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,
Ed Meier,EdforTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,
George Rodriguez,George4Texas,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Lillian Salerno,Lillian_Salerno,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,
Ron Marshall,RonMarshall20,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,
Todd Maternowski,ToddMaternowski,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,
Dayna Steele,daynasteele,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509998,72,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,
Jon Powell,JonPowellTX36,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509998,28,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,
Catherine Krantz,Krantz4Congress,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lander Bethel,,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Dan Wood,DanWood2020,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Jana Lynne Sanchez,janasanchez,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
John Duncan,JohnWDuncanTX,RepJohnDuncanJr,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,
Justin Snider,Snider4Congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,6.8499999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Levii Shocklee,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,
Ruby Faye Woolridge,RubyWoolridge,RubyForCongress,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,
Alex Triantaphyllis,AlexTforTexas,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Ivan Sanchez,lsanchez402,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
James Cargas,Cargas7,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Jason Westin,DrWestinForTX07,DrJasonWestin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,
Joshua Butler,ThePoliticalJab,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.8099999,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,
Laura Moser,lcmoser,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.8099999,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,
Lizzie Pannill Fletcher,Lizzie4Congress,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.8099999,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,
Steven David,stevedavid,,TX,U.S. House Texas District 8,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-52.959999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Beto O'Rourke,BetoORourke,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,
Edward Kimbrough,,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,
Sema Hernandez,SemaForTexas,_SemaHernandez_,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,
Kurt Weiland,kurtfweiland,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259998,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Lee Castillo,Lee4USCongress,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259998,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,
Shireen Ghorbani,ShireenGhorbani,,UT,U.S. House Utah District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-22.73,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
James Singer,urbannavajo,,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ben McAdams,BenMcAdams,,UT,U.S. House Utah District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-16.809999,100,Yes,White,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,
Jenny Wilson,JennyWilsonUT,,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Edwin Santana,votesantana192,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,
John Suddarth,SuddarthforVA01,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129999,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,
Vangie Williams,VangieWilliams,Vangie4Congress,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,
Alison Kiehl Friedman,AlisonforVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,
Dan Helmer,helmerva10,HelmerVA,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,
Jennifer Wexton,RepWexton,JenniferWexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889999,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,
Julia Biggins,BigginsForVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,
Lindsey Davis Stover,LindseyForUS,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,
Paul Pelletier,PePelletier,PaulForVirginia,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,
Elaine Luria,RepElaineLuria,ElaineLuriaVA,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,
Karen Mallard,KarenMallard,mallardforva,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,
Leslie Cockburn,TeamCockburn,LeslieCockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,
Charlotte Moore,MooreforVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,
Jennifer Lewis,JenniferForVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Peter Volosin,votevolosin,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,
Sergio Coppola,SergioCoppolaVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.6799998,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,
Abigail Spanberger,RepSpanberger,SpanbergerVA07,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,
Dan Ward,DanWardVA,,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Lost,None,None,-10.03,27.32,No,White,Yes,No,No,No,No,No,,No,Yes,,,,,,,,,Yes,
Anthony Flaccavento,flacc4congress,,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-40.709999,78.639999,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Justin Santopietro,JS4VA,,VA,U.S. House Virginia District 9,Representative,Regular,6/12/18,Lost,None,None,-40.709999,21.360001,No,White,No,No,No,No,No,No,,,,,,,No,,,,,,
Carolyn Long,ElectLong,,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.5100002,,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,No,No,,Yes,,,
David McDevitt,VoteMcDevitt,,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,Yes,No,No,,No,No,,,,No,No,,No,,,
Dorothy Gasque,dorothy4house,,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,No,Yes,No,,No,No,,,,Yes,Yes,,No,,,
Martin Hash,Martin_Hash,,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,No,No,No,No,Yes,No,,No,No,,,,No,No,,No,,,
