candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,has_twitter,num_endorsements
Tawana Cadien,Cadien4Congress,,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,None,-14.43,17.959999,No,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,65.0,23.0,94.0,2.318681318681319,True,1
Eric Pfalzgraf,EBPfalzgraf ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,None,-61.459998999999996,17.09,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,11.0,14.0,55.0,3.1,True,0
Jennie Lou Leeder,JennieLouLeeder ,,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-61.459998999999996,82.910004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,307.0,201.0,624.0,2.560070671378092,True,0
Adrienne Bell,AdrBell,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-22.33,79.83000200000001,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,Yes,Yes,,,,,,301.0,253.0,1209.0,3.030062393647192,True,2
Levy Barnes Jr.,DrlevyBarnes,,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,None,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0.0,1.0,7.0,3.75,True,0
Dori Fenenbock,DoriFenenbock,votedori,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,21.969998999999998,No,White,No,No,No,Yes,No,No,,No,,,,,No,,No,,,,,2.0,5.0,23.0,3.4,True,0
Enrique Garcia,Enrique85304785,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,5.329999900000001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,5.0,7.0,49.0,3.442622950819672,True,0
Jerome Tilghman,jerome_tilghman,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,No,,,,,479.0,460.0,613.0,2.1726804123711343,True,0
John Carrillo,JohnJCarrillo10,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,,45.0,41.0,89.0,2.5028571428571427,True,0
Norma Chavez,,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,,No,,,,,No,,No,,,,,,,,,False,0
Veronica Escobar,vgescobar,,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,35.419998,61.529999,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,Yes,,Yes,,,,,242.0,117.0,556.0,2.686338797814208,True,3
Dale Mantey,ManteyDS,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,None,-21.33,36.599998,No,White,No,No,No,No,Yes,No,,,,,,,Yes,,,,,,,138.0,123.0,265.0,2.482889733840304,True,1
Rick Kennedy,RickKennedyTX17,,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-21.33,63.400002,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,,153.0,148.0,372.0,2.650817236255572,True,0
Ali Khorasani,akhoras,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.5,No,Nonwhite,No,Yes,No,No,Yes,No,,,,,,,Yes,No,,,,,,15.0,15.0,82.0,3.196428571428572,True,1
H. P. Parvizian,HPForCongress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.9099998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0.0,0.0,0.0,,True,0
Jimmy Darnell Jones,DarnellTX02,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,22.08,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,Yes,,,,,,27.0,24.0,124.0,3.1085714285714285,True,1
Silky Malik,Silky4Congress,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,9.6999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,,0.0,0.0,0.0,,True,0
Todd Litton,toddlitton,,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-16.33,52.810001,Yes,White,No,No,No,No,No,No,,,,,,,No,No,,,,,,52.0,47.0,477.0,3.4756944444444446,True,0
Derrick Crowe,derrickcrowe,electcrowe,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,23.049999,No,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,No,,926.0,736.0,711.0,1.8187947745469868,True,2
Elliott McFadden,McFaddenForTX21,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,17.02,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,No,,29.0,24.0,114.0,3.0179640718562872,True,0
Joseph Kopser,JosephKopser,Kopser4Congress,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-15.51,29.030001000000002,Yes,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,No,,,,Yes,,59.0,85.0,693.0,3.514934289127837,True,2
Mary Wilson,mstreetwilson,,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,-15.51,30.9,No,White,No,Yes,No,No,Yes,No,,,Yes,,,,No,Yes,,,,No,,177.0,119.0,265.0,2.313725490196078,True,2
Letitia Plummer,letitiaplummer,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,None,-14.81,24.290001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,Yes,,,,,,9.0,8.0,72.0,3.415730337078652,True,1
Margarita Ruiz Johnson,,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,,,,,False,0
Mark Gibson,MarkGibsonTX22,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,14.0,16.0,30.0,2.533333333333333,True,0
Sri Preston Kulkarni,SriPKulkarni,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,111.0,72.0,327.0,2.8470588235294123,True,1
Steve Brown,stevebrowntx,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,,243.0,182.0,282.0,2.1103253182461104,True,1
Angela Villescaz,VillescazAngela,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.090000199999999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,,33.0,40.0,104.0,2.8022598870056497,True,0
Gina Ortiz Jones,GinaOrtizJones,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,,136.0,71.0,276.0,2.579710144927536,True,4
Jay Hulings,jayhulings,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,26.0,14.0,68.0,2.7777777777777777,True,0
Judy Canales,JudyforTexas,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,4.0,8.0,41.0,3.39622641509434,True,0
Rick Treviño,rtrev1984,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379998999999998,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,,347.0,211.0,418.0,2.1454918032786887,True,2
Jan McDowell,JanMcDowellDEM,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-12.78,52.470001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,171.0,141.0,434.0,2.7050938337801607,True,1
John Biggan,JohnBiggan,BigganForTexas,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,21.52,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,3.0,1.0,6.0,2.6,True,0
Josh Imhoff,imhoffjosh,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,6.02,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,8.0,5.0,4.0,1.5294117647058822,True,0
Todd Allen,ToddAllenTX,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,20.0,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,26.0,63.0,199.0,3.201388888888889,True,0
Chetan Panda,panda2018TX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,9.04,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,,20.0,19.0,34.0,2.3835616438356166,True,0
Chris Perri,ChrisPerriTX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,None,-19.23,32.790001000000004,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,,187.0,109.0,430.0,2.669421487603306,True,3
Julie Oliver,JulieForTX25,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-19.23,26.440001000000002,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,,,No,,,,0.0,0.0,0.0,,True,1
Kathi Thomas,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,21.16,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,,,,,False,0
West Hansen,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,10.57,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,,,,,False,0
Linsey Fagan,LinseyFaganTX,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.629998999999998,52.66,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,,,99.0,125.0,610.0,3.225419664268585,True,2
Will Fisher,WillFisher4Cong,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,None,-31.629998999999998,47.34,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,,,0.0,0.0,0.0,,True,0
Eric Holguin,EricHolguinTX,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-25.809998999999998,23.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,Yes,,,,,,,37.0,49.0,178.0,3.0681818181818183,True,1
Raul (Roy) Barrera,RaulRoyBarrera,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,-25.809998999999998,41.23,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,1.0,5.0,41.0,3.7021276595744683,True,0
Ronnie McDonald,CongressRonnie,RonnieCMcDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809998999999998,16.389999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,True,0
Vanessa Edwards Foster,vanessaefoster,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809998999999998,19.08,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,122.0,185.0,245.0,2.4456521739130435,True,0
Augustine Reyes,AuggieReyes29,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.8299999,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,,,,,,4.0,4.0,19.0,3.111111111111111,True,0
Dominique Garcia,VoteDGarcia,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.5799999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,,,5.0,8.0,16.0,2.7586206896551726,True,0
Hector Morales,HectorMoralesTX,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,3.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,Yes,Yes,,,,,,47.0,42.0,97.0,2.5376344086021505,True,2
Pedro Valencia,vote4pedrov,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,1.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,31.0,33.0,142.0,3.0776699029126213,True,0
Roel Garcia,Roelgarcialaw,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,6.5900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,8.0,16.0,62.0,3.255813953488372,True,0
Sylvia Garcia,RepSylviaGarcia,LaCongresista,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,On the Ballot,39.970001,63.259997999999996,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,No,,,,,,,0.0,0.0,0.0,,True,1
Tahir Javed,ceojaved,Javed4Congress,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,20.67,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,,4.0,2.0,24.0,3.333333333333333,True,0
Adam Bell,voteadambell,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,17.959999,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,9.0,6.0,66.0,3.4074074074074074,True,1
Lorie Burch,LorieB4Congress,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-20.709999,49.610001000000004,Yes,White,No,Yes,No,No,No,No,,,No,,,,,Yes,,,,,,102.0,76.0,614.0,3.292929292929293,True,1
Medrick Yhap,MedrickRYhap,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,,86.0,60.0,141.0,2.3832752613240418,True,0
Sam Johnson,SamsPressShop,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,76.0,53.0,27.0,1.3717948717948718,True,1
Christine Mann,DrMann4Congress,DrChristineMann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379998999999998,33.509997999999996,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,0.0,0.0,0.0,,True,2
Kent Lester,ElectKentLester,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,15.0,9.0,71.0,3.1789473684210527,True,0
M.J. Hegar,mjhegar,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379998999999998,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,79.0,79.0,389.0,3.1334552102376603,True,0
Mike Clark,mcforcongress,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,29.0,24.0,133.0,3.118279569892473,True,0
Brett Shipp,brett_shipp,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,160.0,119.0,181.0,2.091304347826087,True,0
Colin Allred,ColinAllredTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,128.0,98.0,549.0,3.0864516129032262,True,2
Ed Meier,EdforTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,177.0,73.0,281.0,2.391713747645951,True,1
George Rodriguez,George4Texas,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,,60.0,48.0,288.0,3.1515151515151514,True,0
Lillian Salerno,Lillian_Salerno,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,83.0,57.0,396.0,3.167910447761194,True,1
Ron Marshall,RonMarshall20,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,,0.0,0.0,0.0,,True,0
Todd Maternowski,ToddMaternowski,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,0.0,1.0,2.0,3.333333333333333,True,0
Dayna Steele,daynasteele,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509997999999996,72.0,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,,641.0,541.0,2054.0,2.8733003708281832,True,2
Jon Powell,JonPowellTX36,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509997999999996,28.0,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,,94.0,104.0,162.0,2.3777777777777778,True,0
Catherine Krantz,Krantz4Congress,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,97.0,112.0,469.0,3.0973451327433628,True,0
Lander Bethel,,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379998999999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,False,0
Dan Wood,DanWood2020,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,55.0,34.0,131.0,2.6909090909090905,True,0
Jana Lynne Sanchez,janasanchez,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001000000002,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,184.0,147.0,441.0,2.6658031088082903,True,0
John Duncan,JohnWDuncanTX,RepJohnDuncanJr,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,,60.0,36.0,161.0,2.785992217898833,True,0
Justin Snider,Snider4Congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,0.0,0.0,0.0,,True,1
Levii Shocklee,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,,,,,False,0
Ruby Faye Woolridge,RubyWoolridge,RubyForCongress,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001000000002,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,0.0,0.0,0.0,,True,0
Alex Triantaphyllis,AlexTforTexas,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,83.0,66.0,322.0,3.014861995753716,True,0
Ivan Sanchez,lsanchez402,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,0.0,0.0,0.0,,True,0
James Cargas,Cargas7,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,97.0,69.0,139.0,2.2754098360655743,True,0
Jason Westin,DrWestinForTX07,DrJasonWestin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,,0.0,0.0,1.0,4.0,True,0
Joshua Butler,ThePoliticalJab,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,0.0,0.0,0.0,,True,0
Laura Moser,lcmoser,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.809999900000001,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,,1019.0,914.0,2093.0,2.5335320417287632,True,3
Lizzie Pannill Fletcher,Lizzie4Congress,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.809999900000001,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,,131.0,106.0,782.0,3.2777232580961733,True,1
Beto O'Rourke,BetoORourke,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,,550.0,421.0,1581.0,2.8079937304075235,True,1
Edward Kimbrough,,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,,,,,,False,0
Sema Hernandez,SemaForTexas,_SemaHernandez_,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719998999999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,,64.0,48.0,59.0,1.9415204678362568,True,0
Kurt Weiland,kurtfweiland,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259997999999996,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,2.0,4.0,22.0,3.4285714285714284,True,0
Lee Castillo,Lee4USCongress,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259997999999996,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,,49.0,51.0,225.0,3.0830769230769235,True,0
Jenny Wilson,JennyWilsonUT,,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,292.0,262.0,1103.0,2.9788774894387453,True,0
Edwin Santana,votesantana192,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,,0.0,0.0,0.0,,True,1
John Suddarth,SuddarthforVA01,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129998999999998,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,130.0,111.0,306.0,2.6435100548446067,True,1
Vangie Williams,VangieWilliams,Vangie4Congress,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,8.0,33.0,169.0,3.533333333333333,True,1
Alison Kiehl Friedman,AlisonforVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,,33.0,38.0,227.0,3.302013422818792,True,1
Dan Helmer,helmerva10,HelmerVA,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,0.0,0.0,0.0,,True,2
Jennifer Wexton,RepWexton,JenniferWexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889998999999996,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,,0.0,0.0,0.0,,True,1
Julia Biggins,BigginsForVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,,134.0,132.0,575.0,3.0487514863258025,True,2
Lindsey Davis Stover,LindseyForUS,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,,66.0,51.0,326.0,3.1738148984198644,True,1
Paul Pelletier,PePelletier,PaulForVirginia,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,34.0,36.0,46.0,2.2068965517241383,True,1
Elaine Luria,RepElaineLuria,ElaineLuriaVA,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,,0.0,0.0,0.0,,True,4
Karen Mallard,KarenMallard,mallardforva,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,,1.0,1.0,12.0,3.571428571428572,True,2
Leslie Cockburn,TeamCockburn,LeslieCockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100.0,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,,26.0,37.0,257.0,3.44375,True,1
Charlotte Moore,MooreforVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,,2.0,2.0,8.0,3.0,True,0
Jennifer Lewis,JenniferForVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,152.0,161.0,364.0,2.62629246676514,True,2
Peter Volosin,votevolosin,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001000000002,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,,89.0,39.0,160.0,2.493055555555556,True,0
