candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,education_tweet_count,jobs_tweet_count,environment_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Cathy Albro,cathyalbro,,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-11.41,68.199997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,24.0,17.0,58.0,2.6868686868686873,2,3,0,1,4,2,5,2,0,0,7,99
Fred Wooden,fred_wooden,,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Lost,None,None,-11.41,31.799999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,77.0,77.0,128.0,2.3617021276595747,18,7,3,12,1,7,1,1,0,0,20,282
Jerry Hilliard,HilliardForCong,,MI,U.S. House Michigan District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-23.129998999999998,66.400002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,9.0,7.0,26.0,2.8095238095238093,2,4,0,1,1,2,0,0,0,2,2,42
Zigmond Kozicki,zigpsych,,MI,U.S. House Michigan District 4,Representative,Regular,8/7/18,Lost,None,None,-23.129998999999998,33.599998,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,10.0,5.0,6.0,1.619047619047619,0,8,0,1,0,3,0,1,0,0,1,21
David Benac,David_Benac,,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,21.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,Yes,,,,,,172.0,126.0,441.0,2.7280108254397835,16,43,2,11,21,53,20,0,6,3,46,739
George Franklin,franklin4mich,,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,28.1,No,White,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,44.0,37.0,201.0,3.1134751773049647,18,16,1,3,12,11,5,0,5,0,13,282
Matt Longjohn,MattLongjohn,,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-9.180000300000001,37.299999,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,8.0,11.0,80.0,3.4545454545454546,8,3,1,0,0,1,2,0,0,0,3,99
Rich Eichholz,RichEichholz,,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,13.0,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,2.0,3.0,16.0,3.333333333333333,0,0,0,2,0,0,0,0,1,0,1,21
Gretchen Driskell,gdriskell,,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-16.059998999999998,85.199997,Yes,White,No,No,Yes,No,No,No,Yes,Yes,,,,,No,,,,,,,28.0,23.0,235.0,3.4475524475524475,4,12,0,0,9,17,2,0,0,0,0,286
Steven Friday,,,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Lost,None,None,-16.059998999999998,14.8,No,White,Yes,No,No,No,No,No,No,No,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,286
Chris Smith,ChrisSmith2018,,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Lost,None,None,-8.3299999,29.1,No,White,No,No,No,No,No,No,,No,,No,,,,,,,,,,44.0,47.0,91.0,2.5164835164835164,19,12,1,9,2,3,1,0,0,0,42,182
Elissa Slotkin,ElissaSlotkin,,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.3299999,70.900002,Yes,White,No,No,No,No,No,Yes,,Yes,,Yes,,,,,,,,,,105.0,64.0,219.0,2.5876288659793816,4,35,0,5,6,5,5,0,3,0,10,388
Andy Levin,Andy_Levin,,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Advanced,None,On the Ballot,7.139999900000001,52.5,Yes,White,No,No,No,No,No,No,,No,Yes,,,,,,,,,,,95.0,52.0,281.0,2.869158878504673,7,31,6,6,17,49,12,2,10,9,39,428
Ellen Lipton,RepLipton,,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,None,7.139999900000001,42.400002,No,White,No,No,Yes,No,Yes,No,,Yes,Yes,,,,,,,,,,,66.0,29.0,129.0,2.5625,15,24,15,11,11,14,6,0,5,2,24,224
Martin Brook,,,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,None,7.139999900000001,5.0999999,No,White,No,No,No,No,No,No,,No,Yes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,224
Bill Haas,votehaas,,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,19.5,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,No,,637.0,719.0,1154.0,2.41195219123506,26,11,2,2,6,7,7,19,0,1,102,2510
Cort VanOstran,cortvo,,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.18,41.700001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,174.0,156.0,594.0,2.9090909090909087,75,71,4,6,12,18,8,3,0,3,42,924
John Messmer,JohnMessmer,,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,9.6999998,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,134.0,214.0,234.0,2.343642611683849,14,3,0,1,2,1,1,0,0,0,99,582
Mark Osmack,mark_osmack,,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,25.200001,No,White,Yes,No,No,No,No,No,,,Yes,,,,,,,,,Yes,,324.0,377.0,942.0,2.7522824102251984,122,48,7,21,8,22,2,5,3,6,30,1643
Robert Hazel,RobertWHazel69,,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,4.0,No,White,No,No,No,No,No,No,,,,,,,,,,,,No,,141.0,80.0,68.0,1.494809688581315,14,5,0,0,0,1,0,0,0,1,20,289
Katy Geppert,KatyforCongress,,MO,U.S. House Missouri District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-38.259997999999996,100.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,17.0,6.0,61.0,3.0476190476190474,0,0,0,0,0,0,0,0,0,0,0,0
Hallie Thompson,HallieForMO,,MO,U.S. House Missouri District 4,Representative,Regular,8/7/18,Lost,None,None,-35.73,48.099998,No,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,8.0,14.0,59.0,3.2592592592592586,2,2,1,1,1,9,0,1,1,0,1,81
Renee Hoagenson,ReneeHoagenson,,MO,U.S. House Missouri District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-35.73,51.900002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,384.0,214.0,828.0,2.622720897615708,4,99,0,1,32,87,28,1,1,3,29,1426
Ed Andres,,,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Lost,None,None,-31.610001,27.700001,No,,,,,No,,No,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1426
Henry Martin,hmforcongress,,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-31.610001,41.5,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,,118.0,109.0,257.0,2.574380165289256,31,18,1,5,16,24,5,0,0,10,19,484
Winston Apple,WinstonApple,,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Lost,None,None,-31.610001,30.799999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,10.0,10.0,26.0,2.6956521739130435,0,1,0,2,0,2,3,0,0,0,3,46
Jamie Schoolcraft,Schoolcraft4Mo,,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-46.130001,40.599998,Yes,White,Yes,No,Yes,No,Yes,No,,,Yes,,,,,Yes,,,,,,49.0,56.0,165.0,2.8592592592592587,4,18,0,3,10,15,1,5,0,6,11,270
John Farmer de la Torre,farmer4ozarks,,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Lost,None,None,-46.130001,21.700001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,,55.0,68.0,161.0,2.7464788732394365,5,10,0,3,5,13,1,1,0,2,30,284
Kenneth Hatfield,,,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Lost,None,None,-46.130001,22.299999,No,,,,,No,,No,,,No,,,,,No,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,284
Vincent Jennings,vincentjennings,,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Lost,None,None,-46.130001,15.4,No,,,,,No,,No,,,Yes,,,,,No,,,,,,506.0,436.0,1357.0,2.74032187907786,46,38,6,13,8,23,4,2,4,5,36,2299
Kathy Ellis,ellis4missouri,,MO,U.S. House Missouri District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-51.810001,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,57.0,30.0,215.0,3.04635761589404,0,0,0,0,0,0,0,0,0,0,0,0
Randy Wadkins,Wadkins2018,,MS,U.S. House Mississippi District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-33.509997999999996,100.0,Yes,,No,No,No,No,Yes,No,,,,,,,,,,,,,,29.0,29.0,176.0,3.2564102564102564,0,0,0,0,0,0,0,0,0,0,0,0
Michael Aycox,aycoxforms,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,-26.129998999999998,30.66,No,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,30.0,20.0,162.0,3.2452830188679247,2,6,0,1,7,1,1,1,3,1,1,212
Michael Evans,RepEvans45,,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-26.129998999999998,69.339996,Yes,,No,No,Yes,No,No,No,,,,,,,,,,,,,,14.0,21.0,170.0,3.521951219512195,0,1,0,2,1,2,0,0,0,1,0,205
Jeramey Anderson,jerameyanderson,,MS,U.S. House Mississippi District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-42.529999,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,,78.0,72.0,540.0,3.3391304347826085,0,0,0,0,0,0,0,0,0,0,0,0
David Baria,dbaria,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Advanced,Advanced,On the Ballot,-18.780001000000002,30.98,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,216.0,172.0,628.0,2.8110236220472444,7,58,0,6,22,25,5,3,2,2,48,1016
Howard Sherman,shermanhoward,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Advanced,Lost,None,-18.780001000000002,31.790001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,65.0,41.0,96.0,2.3069306930693068,1,0,0,0,1,8,0,9,1,0,5,202
Jensen Bohren,BohrenJensen,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,3.21,No,,No,No,No,No,No,No,,,,,,,,,,,,,,116.0,138.0,197.0,2.3592017738359203,11,23,1,0,3,17,2,2,3,1,3,451
Jerone Garland,,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,4.8499999,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,451
Omeria Scott,,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,24.200001,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,451
Victor Maurice Jr.,,,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,4.96,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,451
Grant Kier,KierForCongress,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,24.15,No,,No,No,No,No,Yes,No,,,No,,,,No,No,,,,,,11.0,9.0,47.0,3.074626865671642,1,2,2,1,1,0,2,0,0,1,3,67
Jared Pettinato,Jared_Pettinato,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,2.21,No,,No,No,No,No,No,No,,,No,,,,No,No,,,,,,124.0,133.0,204.0,2.3470715835141,5,7,2,2,3,23,21,0,0,6,2,461
John Heenan,Heenan4Montana,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,31.709999,No,,No,No,No,Yes,No,No,,,No,,,,Yes,Yes,,,,,,13.0,24.0,77.0,3.12280701754386,1,4,0,0,1,2,0,0,0,0,1,114
John Meyer,MeyerforMontana,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,3.3399998999999996,No,,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,11.0,10.0,28.0,2.6938775510204085,1,1,0,0,0,1,2,0,0,0,2,49
Kathleen Williams,WilliamsForMT,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-21.41,33.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,No,No,,,,,,67.0,50.0,269.0,3.046632124352332,24,44,4,3,2,12,2,2,1,1,4,386
Lynda Moss,for_moss,,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,5.0599999,No,,No,No,Yes,No,No,No,,,No,,,,No,No,,,,,,6.0,3.0,20.0,2.9655172413793105,1,2,0,0,2,2,0,1,0,0,1,29
David Wilson Brown,davidwbrown,,NC,U.S. House North Carolina District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-25.51,100.0,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,722.0,586.0,1086.0,2.304093567251462,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Price,Price4WNC,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-29.559998999999998,40.59,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,88.0,95.0,515.0,3.2234957020057307,11,70,0,2,40,52,21,3,0,10,7,698
Scott Donaldson,ScottDonaldson4Congress,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559998999999998,28.27,No,White,No,No,No,No,Yes,No,,,No,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Steve Woodsmall,SteveWoodsmall,,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559998999999998,31.139999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,,42.0,63.0,248.0,3.1671388101983005,25,9,5,4,3,25,7,0,2,3,8,353
Adam Coker,AdamFromNC,,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Lost,None,None,-11.28,29.860001,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,40.0,40.0,137.0,2.8940092165898617,20,14,0,3,7,10,0,0,3,0,9,217
Kathy Manning,KathyManningNC,,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-11.28,70.139999,Yes,White,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,84.0,41.0,371.0,3.157258064516129,4,41,0,2,20,21,2,0,0,3,0,496
Ken Romley,kenromley,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Lost,None,None,-12.98,32.299999,No,White,No,No,No,Yes,Yes,No,,,Yes,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Linda Coleman,LindaForNC,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-12.98,56.0,Yes,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,,15.0,16.0,133.0,3.4390243902439024,8,29,1,0,12,33,3,0,0,0,1,164
Wendy May,ElectWendy2018,,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Lost,None,None,-12.98,11.7,No,White,Yes,Yes,No,No,No,No,,,Yes,,,,,,,,,,,59.0,68.0,258.0,3.033766233766234,24,7,1,1,3,6,5,0,19,1,17,385
Denise Adams,DDAdamsCongress,,NC,U.S. House North Carolina District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-19.280001000000002,54.400002,Yes,Nonwhite,No,No,Yes,No,No,No,,,No,,,,,No,,,Yes,,,230.0,195.0,734.0,2.8697152717860224,46,27,5,4,29,32,6,0,7,7,32,1159
Jenny Marshall,Marshall4House,,NC,U.S. House North Carolina District 5,Representative,Regular,5/8/18,Lost,None,None,-19.280001000000002,45.599998,No,White,No,No,No,No,No,No,,,Yes,,,,,Yes,,,No,,,176.0,168.0,499.0,2.7663107947805456,25,41,0,14,30,31,9,4,8,0,86,843
Gerald Wong,Wong4Congress,,NC,U.S. House North Carolina District 6,Representative,Regular,5/8/18,Lost,None,None,-16.73,22.799999,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,No,,,,62.0,83.0,109.0,2.37007874015748,13,23,0,0,0,4,0,1,0,0,24,254
Ryan Watts,watts4congress,,NC,U.S. House North Carolina District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-16.73,77.199997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,,229.0,194.0,479.0,2.5543237250554323,15,41,2,5,23,43,5,1,1,2,29,902
Grayson Parker,graysonparker,,NC,U.S. House North Carolina District 7,Representative,Regular,5/8/18,Lost,None,None,-18.98,33.0,No,White,No,No,No,No,Yes,No,,,No,,,,,,,,,,,13.0,17.0,72.0,3.156862745098038,3,5,0,0,4,3,4,0,1,0,3,102
Kyle Horton,drkyle4congress,,NC,U.S. House North Carolina District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-18.98,67.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,126.0,137.0,543.0,3.034739454094293,25,58,0,3,16,30,23,0,0,12,17,806
Frank McNeill,Frank4NC,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-16.360001,56.099998,Yes,White,No,No,No,No,No,No,,,No,,,,,,,,,,,28.0,22.0,113.0,3.042944785276074,1,4,0,1,8,5,0,0,0,1,4,163
Marc Tiegel,mtiegel,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Lost,None,None,-16.360001,20.9,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,42.0,63.0,266.0,3.2075471698113214,15,4,0,2,4,6,5,0,1,1,14,371
Scott Huffman,ElectScottNC08,,NC,U.S. House North Carolina District 8,Representative,Regular,5/8/18,Lost,None,None,-16.360001,23.0,No,White,Yes,No,No,No,No,No,,,Yes,,,,,,,,,,,762.0,568.0,1082.0,2.2653399668325043,131,47,1,50,25,65,15,9,3,4,368,2412
Christian Cano,Cano4CongressNC,,NC,U.S. House North Carolina District 9,Representative,Regular,5/8/18,Lost,None,None,-14.13,17.200001,No,Nonwhite,No,Yes,No,No,No,No,No,,,,,,,,,No,,No,,94.0,123.0,375.0,2.9493243243243237,52,51,5,2,3,4,3,22,25,2,28,592
Dan McCready,McCreadyForNC,,NC,U.S. House North Carolina District 9,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-14.13,82.800003,Yes,White,Yes,No,No,No,No,No,Yes,,,,,,,,,Yes,,Yes,,76.0,65.0,363.0,3.138888888888889,0,8,0,1,9,9,5,0,0,6,3,504
Mac Schneider,mac4northdakota,,ND,U.S. House North Dakota At-large District,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-34.779999,100.0,Yes,,No,No,Yes,No,No,No,,,,,,,,,,,,,,39.0,35.0,181.0,3.1137254901960785,1,20,0,1,0,7,2,0,0,0,5,255
Bob Krist,bobkristne,,NE,Governor of Nebraska,Governor,Regular,5/15/18,Advanced,None,On the Ballot,-26.76,59.810001,Yes,White,Yes,No,Yes,No,No,No,,,,,,,,,,,No,,,150.0,93.0,385.0,2.748407643312102,10,31,1,0,10,11,0,0,1,4,11,628
Tyler Davis,TylerDavis4NE,,NE,Governor of Nebraska,Governor,Regular,5/15/18,Lost,None,None,-26.76,11.39,No,White,No,No,No,No,No,No,,,,,,,,,,,No,,,5.0,6.0,29.0,3.2,2,0,0,0,0,0,0,0,0,1,0,40
Vanessa Ward,ApostleVWard,ForWardGovernor,NE,Governor of Nebraska,Governor,Regular,5/15/18,Lost,None,None,-26.76,28.799999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,No,,,13.0,18.0,185.0,3.592592592592593,0,0,0,0,0,0,0,0,0,0,0,218
Dennis Crawford,DennisPCrawford,,NE,U.S. House Nebraska District 1,Representative,Regular,5/15/18,Lost,None,None,-22.66,33.900002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,No,,,1021.0,678.0,714.0,1.74554496477414,113,204,10,40,10,50,22,1,5,11,463,2413
Jessica McClure,Clure4Congress,,NE,U.S. House Nebraska District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-22.66,66.099998,Yes,,No,No,No,No,Yes,No,,,Yes,,,,,,,,No,,,204.0,170.0,549.0,2.7475622968580717,20,64,8,12,18,23,11,11,26,4,23,923
Brad Ashford,RepBradAshford,BradAshford18,NE,U.S. House Nebraska District 2,Representative,Regular,5/15/18,Lost,None,None,-5.98,48.360001000000004,No,,No,No,Yes,No,No,No,Yes,,Yes,,,,,No,No,,No,,,0.0,0.0,0.0,,67,38,1,14,11,29,6,1,2,2,121,1071
