candidate,twitter_handle,state,district,office_type,race_type,race_primary,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,guns_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,num_endorsements,num_non_endorsements
Ed Meier,EdforTX,32,210,1,0,2,1,2,0,-4.98,13.7,0,1,0,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,,
George Rodriguez,George4Texas,32,210,1,0,2,1,2,0,-4.98,7.5900002,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,,
Lillian Salerno,Lillian_Salerno,32,210,1,0,2,0,1,0,-4.98,18.35,0,1,0,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,,
Ron Marshall,RonMarshall20,32,210,1,0,2,1,2,0,-4.98,3.24,0,1,1,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,,
Todd Maternowski,ToddMaternowski,32,210,1,0,2,1,2,0,-4.98,2.3599999,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,,
Dayna Steele,daynasteele,32,211,1,0,2,0,2,1,-49.509997999999996,72.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,1,2,2,2,,
Jon Powell,JonPowellTX36,32,211,1,0,2,1,2,0,-49.509997999999996,28.0,0,1,0,0,1,0,1,0,2,2,2,2,2,2,0,2,2,0,2,2,2,,
Catherine Krantz,Krantz4Congress,32,212,1,0,2,0,2,1,-55.029999,68.620003,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Lander Bethel,,32,212,1,0,2,1,2,0,-55.029999,31.379998999999998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Dan Wood,DanWood2020,32,213,1,0,2,0,2,1,-31.360001,100.0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jana Lynne Sanchez,janasanchez,32,214,1,0,2,0,0,1,-16.030001000000002,36.900002,1,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
John Duncan,JohnWDuncanTX,32,214,1,0,2,1,2,0,-16.030001000000002,13.52,0,1,0,1,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
John Duncan,RepJohnDuncanJr,32,214,1,0,2,1,2,0,-16.030001000000002,13.52,0,1,0,1,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Justin Snider,Snider4Congress,32,214,1,0,2,1,2,0,-16.030001000000002,6.849999900000001,0,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Levii Shocklee,,32,214,1,0,2,1,2,0,-16.030001000000002,5.7800002,0,1,1,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Ruby Faye Woolridge,RubyWoolridge,32,214,1,0,2,0,1,0,-16.030001000000002,36.950001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Ruby Faye Woolridge,RubyForCongress,32,214,1,0,2,0,1,0,-16.030001000000002,36.950001,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Alex Triantaphyllis,AlexTforTexas,32,215,1,0,2,1,2,0,-6.809999900000001,15.73,0,1,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
Ivan Sanchez,lsanchez402,32,215,1,0,2,1,2,0,-6.809999900000001,5.6900001,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
James Cargas,Cargas7,32,215,1,0,2,1,2,0,-6.809999900000001,1.96,0,1,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
Jason Westin,DrWestinForTX07,32,215,1,0,2,1,2,0,-6.809999900000001,19.16,0,1,0,0,0,0,1,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
Jason Westin,DrJasonWestin,32,215,1,0,2,1,2,0,-6.809999900000001,19.16,0,1,0,0,0,0,1,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
Joshua Butler,ThePoliticalJab,32,215,1,0,2,1,2,0,-6.809999900000001,3.77,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,0,2,2,0,2,2,,
Laura Moser,lcmoser,32,215,1,0,2,0,1,0,-6.809999900000001,24.34,0,1,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,2,2,,
Lizzie Pannill Fletcher,Lizzie4Congress,32,215,1,0,2,0,0,1,-6.809999900000001,29.360001,1,1,0,0,0,0,0,0,2,1,2,2,2,2,0,0,2,2,0,2,2,,
Steven David,stevedavid,32,216,1,0,2,0,2,1,-52.959998999999996,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Beto O'Rourke,BetoORourke,32,236,2,0,2,0,2,1,-13.23,61.810001,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Edward Kimbrough,,32,236,2,0,2,1,2,0,-13.23,14.47,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Sema Hernandez,SemaForTexas,32,236,2,0,2,1,2,0,-13.23,23.719998999999998,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Sema Hernandez,_SemaHernandez_,32,236,2,0,2,1,2,0,-13.23,23.719998999999998,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Kurt Weiland,kurtfweiland,33,217,1,0,7,1,2,0,-37.259997999999996,43.150002,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Lee Castillo,Lee4USCongress,33,217,1,0,7,0,2,1,-37.259997999999996,56.849998,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Shireen Ghorbani,ShireenGhorbani,33,218,1,0,7,0,2,1,-22.73,100.0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
James Singer,urbannavajo,33,219,1,0,7,0,2,1,-35.16,100.0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ben McAdams,BenMcAdams,33,220,1,0,7,0,2,1,-16.809998999999998,100.0,1,1,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,,
Jenny Wilson,JennyWilsonUT,33,237,2,0,7,0,2,1,-28.1,100.0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Edwin Santana,votesantana192,34,221,1,0,6,1,2,0,-14.81,32.900002,0,0,1,0,0,0,0,0,2,2,0,2,2,2,1,2,2,2,2,2,2,,
John Suddarth,SuddarthforVA01,34,221,1,0,6,1,2,0,-14.81,27.129998999999998,0,1,1,0,0,0,1,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Vangie Williams,VangieWilliams,34,221,1,0,6,0,2,1,-14.81,39.970001,1,0,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Vangie Williams,Vangie4Congress,34,221,1,0,6,0,2,1,-14.81,39.970001,1,0,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
Alison Kiehl Friedman,AlisonforVA,34,222,1,0,6,1,2,0,4.6900001,22.959999,0,1,0,0,0,1,0,1,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Dan Helmer,helmerva10,34,222,1,0,6,1,2,0,4.6900001,12.55,0,1,1,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,1,2,,
Dan Helmer,HelmerVA,34,222,1,0,6,1,2,0,4.6900001,12.55,0,1,1,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,1,2,,
Jennifer Wexton,RepWexton,34,222,1,0,6,0,2,1,4.6900001,41.889998999999996,1,1,0,0,1,0,0,0,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Jennifer Wexton,JenniferWexton,34,222,1,0,6,0,2,1,4.6900001,41.889998999999996,1,1,0,0,1,0,0,0,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Julia Biggins,BigginsForVA,34,222,1,0,6,1,2,0,4.6900001,2.8299999,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,0,2,,
Lindsey Davis Stover,LindseyForUS,34,222,1,0,6,1,2,0,4.6900001,16.02,0,1,0,0,0,0,0,1,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Paul Pelletier,PePelletier,34,222,1,0,6,1,2,0,4.6900001,3.76,0,1,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Paul Pelletier,PaulForVirginia,34,222,1,0,6,1,2,0,4.6900001,3.76,0,1,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,0,2,,
Elaine Luria,RepElaineLuria,34,223,1,0,6,0,2,1,-5.6599998,62.330002,1,1,1,0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,2,,
Elaine Luria,ElaineLuriaVA,34,223,1,0,6,0,2,1,-5.6599998,62.330002,1,1,1,0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,0,1,2,,
Karen Mallard,KarenMallard,34,223,1,0,6,1,2,0,-5.6599998,37.669998,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,0,2,,
Karen Mallard,mallardforva,34,223,1,0,6,1,2,0,-5.6599998,37.669998,0,1,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,0,2,,
Leslie Cockburn,TeamCockburn,34,224,1,0,6,0,2,1,-12.51,100.0,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,,
Leslie Cockburn,LeslieCockburn,34,224,1,0,6,0,2,1,-12.51,100.0,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,,
Charlotte Moore,MooreforVA,34,225,1,0,6,1,2,0,-25.959999,18.450001,0,1,0,0,1,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Jennifer Lewis,JenniferForVA,34,225,1,0,6,0,2,1,-25.959999,47.669998,1,1,0,0,0,0,0,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Peter Volosin,votevolosin,34,225,1,0,6,1,2,0,-25.959999,27.190001000000002,0,1,0,1,0,0,1,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Sergio Coppola,SergioCoppolaVA,34,225,1,0,6,1,2,0,-25.959999,6.679999799999999,0,1,0,0,0,0,1,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Abigail Spanberger,RepSpanberger,34,226,1,0,6,0,2,1,-10.03,72.68,1,1,0,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,0,2,,
Abigail Spanberger,SpanbergerVA07,34,226,1,0,6,0,2,1,-10.03,72.68,1,1,0,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,0,2,,
Dan Ward,DanWardVA,34,226,1,0,6,1,2,0,-10.03,27.32,0,1,1,0,0,0,0,0,2,0,1,2,2,2,2,2,2,2,2,1,2,,
Anthony Flaccavento,flacc4congress,34,227,1,0,6,0,2,1,-40.709998999999996,78.639999,1,1,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Justin Santopietro,JS4VA,34,227,1,0,6,1,2,0,-40.709998999999996,21.360001,0,1,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Kendra Fershee,KendraHFershee,35,228,1,0,5,0,2,1,-40.41,47.240002000000004,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Kendra Fershee,teamkendrawv,35,228,1,0,5,0,2,1,-40.41,47.240002000000004,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ralph Baxter,ralphbaxterwv,35,228,1,0,5,1,2,0,-40.41,38.119999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Tom Payne,,35,228,1,0,5,1,2,0,-40.41,14.64,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Aaron Scheinberg,AaronScheinberg,35,229,1,0,5,1,2,0,-35.330002,37.43,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,,
Talley Sergent,TalleySergent,35,229,1,0,5,0,2,1,-35.330002,62.57,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,0,2,,
Janice Hagerman,TalleySergent,35,230,1,0,5,1,2,0,-47.48,7.2399998,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,,
Paul Davis,pedavis38,35,230,1,0,5,1,2,0,-47.48,15.96,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,,
Richard Ojeda,Ojeda4congress,35,230,1,0,5,0,2,1,-47.48,52.16,1,0,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,2,,
Shirley Love,,35,230,1,0,5,1,2,0,-47.48,24.639999,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,,
